Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIMM8EH014,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Battisti,Via Volta,13,,C895,COLOGNO MONZESE,20093,064,,Ordinaria,SI,MIIC8EH003,MIIC8EH003,Via VoltaÃ¢ÂÂVia Battisti,"Via Volta, 13",C895,COLOGNO MONZESE,20093,064,Statale,1118,440,5,Primo ciclo,Istituto Comprensivo,,Non montano,0225492649,0225492650,,scuolavolta@virgilio.it,scuolavolta@virgilio.it,miic8eh003@pec.istruzione.it,miic8eh003@pec.istruzione.it,15081,45.52554084,9.28500082,"(45.52554084, 9.28500082)"
MI,MIPS05401A-LL,Istituto Istruzione Secondario Secondo grado,L. Linguistico - Galvani,Via Gatti,14,MILANO,F205,MILANO,20162,082,,Ordinaria,SI,MIIS05400X,MIIS05400X,L. Galvani,"Via Gatti, 14",F205,MILANO,20162,082,Statale,995,0,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,026435651,026432058,,miis05400x@istruzione.it,,miis05400x@pec.istruzione.it,miis05400x@pec.istruzione.it,15146,45.50621997,9.19100572,"(45.50621997, 9.19100572)"
MI,MIEE8BT019,Istituto Istruzione Primario,Primaria - G. Marconi,Piazza Marconi,,PERO,C013,PERO,20016,067,0238100127,Ordinaria,NO,MIIC8BT007,MIIC8BT007,IC di Pero,"Via Giovanni XXIII,",C013,PERO,20016,067,Statale,903,326,5,Primo ciclo,Istituto Comprensivo,,Non montano,0238100274,023539365,,miic8bt007@istruzione.it,,miic8bt007@pec.istruzione.it,miic8bt007@pec.istruzione.it,15170,45.51022,9.0892509,"(45.51022, 9.0892509)"
MI,MIPS16000D-LL,Istituto Istruzione Secondario Secondo grado,L. Linguistico Marconi,Via dei Narcisi,5,MILANO,F205,MILANO,20147,090,000248302354,Ordinaria,SI,MIPS16000D,MIPS16000D,G. Marconi,"Via Dei Narcisi, 5",F205,MILANO,20147,090,Statale,829,0,1,Secondo ciclo,Liceo,Liceo,Non montano,0248302354,0248302709,,mips16000d@istruzione.it,,mips16000d@pec.istruzione.it,mips16000d@pec.istruzione.it,15146,45.45073389,9.12823574,"(45.45073389, 9.12823574)"
MI,MIEE8DA02R,Istituto Istruzione Primario,Primaria - via Scrosati,Via Scrosati,3,,F205,MILANO,20146,,,Ordinaria,NO,MIIC8DA00N,MIIC8DA00N,IC di Milano - Via Zuara 9,"Via Zuara, 9",F205,MILANO,20146,,Statale,1129,251,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288444459,0288444465,024121742,miic8da00n@istruzione.it,ddscrosati@tiscali.it,miic8da00n@pec.istruzione.it,miee03900q@pec.istruzione.it,15146,45.45406379,9.1405602,"(45.45406379, 9.1405602)"
MI,MISL011019,Istituto Istruzione Secondario Secondo grado,L. Artistico - Russell La Fontana Ex Boccioni,Via S. Allende,2,-,A389,ARESE,20020,067,0293581514,Succursale,NO,MIIS011002,MIIS011002,B. Russell,"Via San Carlo, 19",D912,GARBAGNATE MILANESE,20024,066,Statale,1018,481,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,029953147,0299026017,,miis011002@istruzione.it,,miis011002@pec.istruzione.it,miis011002@pec.istruzione.it,15009,45.5587707,9.0611144,"(45.5587707, 9.0611144)"
MI,MIAA8AV01V,Scuola dell'Infanzia,Infanzia - Bustighera - via Europa,Via Europa,2,BUSTIGHERA,F084,MEDIGLIA,20060,057,0290660480,Ordinaria,NO,MIIC8AV002,MIIC8AV002,Mediglia,"Viale Europa, 4",F084,MEDIGLIA,20060,057,Statale,1315,118,8,Primo ciclo,Istituto Comprensivo,,Non montano,0290662530,0290662546,,miic8av002@istruzione.it,,miic8av002@pec.istruzione.it,miic8av002@pec.istruzione.it,15139,45.39994724,9.3397542,"(45.39994724, 9.3397542)"
MI,MITD096018,Istituto Istruzione Secondario Secondo grado,I. T. Economico - Falcone,Viale Italia,22  24,,D045,CORSICO,20094,073,,Ordinaria,NO,MIIS096002,MIIS096002,G. Falcone - A. Righi,"Viale Italia, 22-24",D045,CORSICO,20094,073,Statale,1209,554,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,024580316,0248600235,0248600235,mitd260006@istruzione.it,itcfalco@falco.mi.it,mitd260006@pec.istruzione.it,mitd260006@pec.istruzione.it,15093,45.43331658,9.0909393,"(45.43331658, 9.0909393)"
MI,MIMM8BD011-01,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Ex Cagnola succursale,Via Solferino,,-,F205,MILANO,20121,074,0288446231,Succursale,NO,MIIC8BD00X,MIIC8BD00X,Milano Spiga,"Via Santo Spirito, 21",F205,MILANO,20121,074,Statale,658,0,3,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8bd00x@istruzione.it,,miic8bd00x@pec.istruzione.it,miic8bd00x@pec.istruzione.it,15146,45.47291782,9.18738496,"(45.47291782, 9.18738496)"
MI,MIEE8C002A,Istituto Istruzione Primario,Primaria - Cusago,Via Pascoli,,CUSAGO,D229,CUSAGO,20090,073,029019096,Ordinaria,NO,MIIC8C0007,MIIC8C0007,Einaudi - Pascoli,"Via Val D'intelvi, 11",F205,MILANO,20152,091,Statale,902,248,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288444757,0288444760,,miic8c0007@istruzione.it,,miic8c0007@pec.istruzione.it,miic8c0007@pec.istruzione.it,15097,45.44764465,9.03463282,"(45.44764465, 9.03463282)"
MI,MIEE8D0021,Istituto Istruzione Primario,Primaria - via Forze Armate,Via Forze Armate,279,MILANO,F205,MILANO,20152,091,0245411106,Ordinaria,NO,MIIC8D000T,MIIC8D000T,Iqbal Masih,"Via Bianca Milesi, 4",F205,MILANO,20152,091,Statale,1060,275,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288440426,0288440432,,miic8d000t@istruzione.it,,miic8d000t@pec.istruzione.it,miic8d000t@pec.istruzione.it,15146,45.45954535,9.10442029,"(45.45954535, 9.10442029)"
MI,MITD330007-LL,Istituto Istruzione Secondario Secondo grado,L. Linguistico - Levi,Via Varalli,20,-,A940,BOLLATE,20021,066,023505973,Ordinaria,SI,MITD330007,MITD330007,P. Levi,"Via Varalli, 20",A940,BOLLATE,20021,066,Statale,1532,0,2,Secondo ciclo,Istituto Tecnico,Liceo,Non montano,023506465,0233301105,,mitd330007@istruzione.it,,mitd330007@pec.istruzione.it,mitd330007-02@pec.istruzione.it,15027,45.5392769,9.12476095,"(45.5392769, 9.12476095)"
MI,MIEE8B501T,Istituto Istruzione Primario,Primaria - A. Manzoni,Via Mario Belli,24,POZZUOLO MARTESANA,G965,POZZUOLO MARTESANA,20060,059,0295359750,Ordinaria,NO,MIIC8B500Q,MIIC8B500Q,Alessandro Manzoni,"Piazza Pietro Nenni,",G965,POZZUOLO MARTESANA,20060,059,Statale,1397,216,10,Primo ciclo,Istituto Comprensivo,,Non montano,0295359750,0295358674,0295358674,miic8b500q@istruzione.it,manzpoz@tiscali.it,miic8b500q@pec.istruzione.it,miic8b500q@pec.istruzione.it,15178,45.51197,9.45426037,"(45.51197, 9.45426037)"
MI,MIEE8C503E,Istituto Istruzione Primario,Primaria - via Monte Baldo,Via Monte Baldo,11,,F205,MILANO,20153,,,Ordinaria,NO,MIIC8C500A,MIIC8C500A,San Giuseppe Calasanzio,"Via Don Gnocchi, 25",F205,MILANO,20148,,Statale,1072,220,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288444563,02 88444568,,miic8c500a@istruzione.it,ddradice.paravia.mi@tiscali.it,miic8c500a@pec.istruzione.it,miee34100a@pec.istruzione.it,15146,45.47522173,9.11855553,"(45.47522173, 9.11855553)"
MI,MIAA8AZ02A,Scuola dell'Infanzia,Infanzia - Vittorino,Via Leopardi,,,I690,SESTO SAN GIOVANNI,20099,064,,Ordinaria,NO,MIIC8AZ009,MIIC8AZ009,G. Rovani,"Via Marconi, 44",I690,SESTO SAN GIOVANNI,20099,064,Statale,1123,138,5,Primo ciclo,Istituto Comprensivo,,Non montano,023658321,0236583219,,info@ic-rovani.it,,info@pec.ic-rovani.it,miaa371023@pec.istruzione.it,15209,45.53838034,9.22649644,"(45.53838034, 9.22649644)"
MI,MIEE8D201G,Istituto Istruzione Primario,Primaria - Mameli,Via Console Marcello,9,MILANO,F205,MILANO,20156,093,0239256945,Ordinaria,SI,MIIC8D200D,MIIC8D200D,Console Marcello,"Via Console Marcello, 9",F205,MILANO,20156,093,Statale,1041,441,3,Primo ciclo,Istituto Comprensivo,,Non montano,0239256945,,0233000715,miic8d200d@istruzione.it,miic8d200d@istruzione.it,miic8d200d@pec.istruzione.it,miic8d200d@pec.istruzione.it,15146,45.50085389,9.14597034,"(45.50085389, 9.14597034)"
MI,MIEE8D801E,Istituto Istruzione Primario,Primaria - Lia De Vecchi Fisogni,Via Manzoni,,PALAZZOLO,G220,PADERNO DUGNANO,20037,065,029182064,Ordinaria,NO,MIIC8D800C,MIIC8D800C,IC di Paderno Dugnano - Via Manzoni,"Via Manzoni, 31",G220,PADERNO DUGNANO,20037,065,Statale,747,368,3,Primo ciclo,Istituto Comprensivo,,Non montano,029182064,0299042650,,miic8d800c@istruzione.it,,miic8d800c@pec.istruzione.it,miic8d800c@pec.istruzione.it,15166,45.58192717,9.15750858,"(45.58192717, 9.15750858)"
MI,MIAA8BE02N,Scuola dell'Infanzia,Infanzia -  via Cairoli,Via Cairoli,33,LAINATE FRAZ. BARBAIANA,E415,LAINATE,20020,067,0293255876,Ordinaria,NO,MIIC8BE00Q,MIIC8BE00Q,"IC di Lainate, via Cairoli","Via Cairoli, 31",E415,LAINATE,20020,067,Statale,1127,84,5,Primo ciclo,Istituto Comprensivo,,Non montano,0293255876,0293551774,,miic8be00q@istruzione.it,,miic8be00q@pec.istruzione.it,miic8be00q@pec.istruzione.it,15116,45.54352527,9.014985,"(45.54352527, 9.014985)"
MI,MIAA8C101X,Scuola dell'Infanzia,Infanzia - via Appennini,Via Appennini,189,,F205,MILANO,20151,,,Ordinaria,NO,MIIC8C1003,MIIC8C1003,Borsi,"Via Ojetti, 13",F205,MILANO,20151,,Statale,1273,91,6,Primo ciclo,Istituto Comprensivo,,Non montano,0288444926,0288444930,,miic8c1003@istruzione.it,,miic8c1003@pec.istruzione.it,miic8c200v@pec.istruzione.it,15146,45.5055309,9.09826243,"(45.5055309, 9.09826243)"
MI,MIEE8CD03P,Istituto Istruzione Primario,Primaria - Conforti Avogadro,Via Vigevano,19,-,F205,MILANO,20144,074,,Ordinaria,NO,MIIC8CD00E,MIIC8CD00E,Thouar - Gonzaga,"Via Brunacci, 2-4",F205,MILANO,20136,078,Statale,1074,258,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288440480,0289403271,,miic8cd00e@istruzione.it,,,miic8cd00e@pec.istruzione.it,15146,45.45303033,9.17317585,"(45.45303033, 9.17317585)"
MI,MIRI08901E,Istituto Istruzione Secondario Secondo grado,I.P. Industria e Artigianato - Olivetti - Puecher,Via Bersaglio,56,,H264,RHO,20017,067,,Ordinaria,SI,MIIS08900V,MIIS08900V,G. Puecher - A. Olivetti,"Via Bersaglio, 56",H264,RHO,20017,067,Statale,1019,342,4,Secondo ciclo,Istituto Professionale,Istituto Professionale,Non montano,029302236,029307642,029307396,mirc110001@istruzione.it,puecher@puecher.it,mirc110001@pec.istruzione.it,miri08901e@pec.istruzione.it,15182,45.53563708,9.04951307,"(45.53563708, 9.04951307)"
MI,MITD51000Q,Istituto Istruzione Secondario Secondo grado,I. T. Tecnologico - J. Nizzola,Via Nenni,10,TREZZO SULL'ADDA,L411,TREZZO SULL'ADDA,20056,059,000290961521,Ordinaria,SI,MITD51000Q,MITD51000Q,J. Nizzola,"Via Nenni, 10",L411,TREZZO SULL'ADDA,20056,059,Statale,671,671,1,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,0290961521,0290938291,0290937367,MITD51000Q@istruzione.it,itc_nizzola@brianzaest.it,mitd51000q@pec.istruzione.it,mitd51000q@pec.istruzione.it,15221,45.61340199,9.51186684,"(45.61340199, 9.51186684)"
MI,MIEE8CV03E,Istituto Istruzione Primario,Primaria - Martiri di Gorla,Via Cesalpino,38,,F205,MILANO,20128,,,Ordinaria,SI,MIIC8CV007,MIIC8CV007,"IC di Milano, Via Cesalpino 38","Via Cesalpino, 38",F205,MILANO,20128,,Statale,1187,441,4,Primo ciclo,Istituto Comprensivo,,Non montano,022576648,02884486859,,miic8cv007@istruzione.it,,miic8cv007@pec.istruzione.it,miic8dt009@pec.istruzione.it,15146,45.50754155,9.23257399,"(45.50754155, 9.23257399)"
MI,MIAA8BN011,Scuola dell'Infanzia,Infanzia - Settala,Via Trieste,,SETTALA,I696,SETTALA,20090,058,0295770159,Ordinaria,NO,MIIC8BN004,MIIC8BN004,Leonardo Da Vinci,"Via Verdi, 8b",I696,SETTALA,20090,058,Statale,1333,85,8,Primo ciclo,Istituto Comprensivo,,Non montano,0295770144,0295770582,,ufficiamministrativi@icsettala.it,,icsettala@pec.inet.it,miic8bn004@pec.istruzione.it,15210,45.45465357,9.39180469,"(45.45465357, 9.39180469)"
MI,MITF19000B,Istituto Istruzione Secondario Secondo grado,I. T. Economico e tecnologico - Steiner,Via S. Dionigi,36,-,F205,MILANO,20139,087,025391391,Ordinaria,NO,MITF19000B,MITF19000B,A. Steiner,"Via San Dionigi, 36",F205,MILANO,20139,087,Statale,899,899,1,Secondo ciclo,Istituto Tecnico,Istituto Tecnico,Non montano,025391391,025398336,025398336,mitf19000b@istruzione.it,itsos@itsosmilano.it,mitf19000b@pec.istruzione.it,mitf19000b@pec.istruzione.it,15146,45.43370404,9.2202217,"(45.43370404, 9.2202217)"
MI,MIAA8AV02X,Scuola dell'Infanzia,Infanzia - Mombretto - via Verga,Via Verga,,MOMRETTO,F084,MEDIGLIA,20060,057,029068502,Ordinaria,NO,MIIC8AV002,MIIC8AV002,Mediglia,"Viale Europa, 4",F084,MEDIGLIA,20060,057,Statale,1315,111,8,Primo ciclo,Istituto Comprensivo,,Non montano,0290662530,0290662546,,miic8av002@istruzione.it,,miic8av002@pec.istruzione.it,miic8av002@pec.istruzione.it,15139,45.42177912,9.36383509,"(45.42177912, 9.36383509)"
MI,MITF290008-01,Istituto Istruzione Secondario Secondo grado,L. Scientifico - Conti succursale,Via Betti,56,MILANO,F205,MILANO,20151,092,0002405008,Succursale,NO,MITF290008,MITF290008,E. Conti,"Via De Vincenti, 11",F205,MILANO,20148,092,Statale,1134,0,1,Secondo ciclo,Istituto Tecnico,Liceo,Non montano,02405008,0240070327,,mitf290008@istruzione.it,,mitf290008@pec.istruzione.it,mitf290008@pec.istruzione.it,15146,45.49309809,9.10972875,"(45.49309809, 9.10972875)"
MI,MIMM8DG01N,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - N. Viale Sarca,Viale Sarca,24,MILANO,F205,MILANO,20126,082,0288448270,Ordinaria,NO,MIIC8DG00L,MIIC8DG00L,Arbe Zara,"Viale Zara, 96",F205,MILANO,20162,075,Statale,1102,214,4,Primo ciclo,Istituto Comprensivo,,Non montano,02/6080097,02/60730936,,miic8dg00l@istruzione.it,,miic8dg00l@pec.istruzione.it,miic8dg00l@pec.istruzione.it,15146,45.50467977,9.20191428,"(45.50467977, 9.20191428)"
MI,MIEE8FW014,Istituto Istruzione Primario,Primaria - via Dell'Arcadia,Via Dell'Arcadia,22,,F205,MILANO,20142,,,Ordinaria,NO,MIIC8FW002,MIIC8FW002,"IC di Milano, Via Arcadia 24","Via Dell'Arcadia, 24",F205,MILANO,20142,,Statale,1295,315,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,028264376,,direzione@circoloarcadia.it,,miee32500c@pec.istruzione.it,15146,45.4168975,9.17211545,"(45.4168975, 9.17211545)"
MI,MIAA8EP036,Scuola dell'Infanzia,Infanzia - Andersen,Via Padova,,,I602,SENAGO,20030,066,,Ordinaria,NO,MIIC8EP007,MIIC8EP007,S. Allende,"Viale Risorgimento, 45",I602,SENAGO,20030,066,Statale,1007,97,6,Primo ciclo,Istituto Comprensivo,,Non montano,0299058520,0299058520,,miic8ep007@istruzione.it,,miic8ep007@pec.istruzione.it,miaa37802t@pec.istruzione.it,15206,45.580582,9.13637908,"(45.580582, 9.13637908)"
MI,MIEE8EP02A,Istituto Istruzione Primario,Primaria - G. Marconi,Via Padova,27,,I602,SENAGO,20030,066,,Ordinaria,NO,MIIC8EP007,MIIC8EP007,S. Allende,"Viale Risorgimento, 45",I602,SENAGO,20030,066,Statale,1007,223,6,Primo ciclo,Istituto Comprensivo,,Non montano,0299058520,0299058520,0299480101,miic8ep007@istruzione.it,erdle@tin.it,miic8ep007@pec.istruzione.it,miee378012@pec.istruzione.it,15206,45.58079745,9.14027507,"(45.58079745, 9.14027507)"
MI,MIAA8FR03C,Scuola dell'Infanzia,Infanzia - Papa Giovanni Paolo II,Via Papa Giovanni Paolo II,2  6,,E801,MAGENTA,20013,071,,Ordinaria,NO,MIIC8FR00D,MIIC8FR00D,"IC di Magenta, Via Papa Giovanni Paolo II","Via Papa Giovanni Paolo II, 2",E801,MAGENTA,20013,071,Statale,1092,56,8,Primo ciclo,Istituto Comprensivo,,Non montano,0297297390,0297295091,,scuola.de_amicis@tin.it,,miee34701a@pec.istruzione.it,miee347009@pec.istruzione.it,15130,45.46060929,8.86222705,"(45.46060929, 8.86222705)"
MI,MIPS05101V,Istituto Istruzione Secondario Secondo grado,L. Linguistico - Varalli,Via U. Dini,7,MILANO,F205,MILANO,20142,087,0289540272,Ordinaria,NO,MIIS05100C,MIIS05100C,C. Varalli,"Via Dini, 7",F205,MILANO,20142,087,Statale,1013,436,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,0289540272,0289548098,0289548098,miis05100c@istruzione.it,info@ittvaralli.it,miis05100c@pec.istruzione.it,mips05101v@pec.istruzione.it,15146,45.42908775,9.17961799,"(45.42908775, 9.17961799)"
MI,MIMM8ER01X,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Giovanni XXIII,Via Monza,18,,I602,SENAGO,20030,066,,Ordinaria,NO,MIIC8ER00V,MIIC8ER00V,A. Manzoni,"Via Liberazione, 23",I602,SENAGO,20030,066,Statale,1111,302,5,Primo ciclo,Istituto Comprensivo,,Non montano,0299056808,0299056808,0299480060,miic8er00v@istruzione.it,miic8er00v@istruzione.it,miic8er00v@pec.istruzione.it,miic8er00v@pec.istruzione.it,15206,45.57544031,9.1230753,"(45.57544031, 9.1230753)"
MI,MIEE8FU03E,Istituto Istruzione Primario,Primaria - Nolli e Arquati,Viale Romagna,16  18,,F205,MILANO,20133,,,Ordinaria,NO,MIIC8FU00A,MIIC8FU00A,"IC di Milano, Viale Romagna","Viale Romagna, 16-18",F205,MILANO,20133,,Statale,1019,515,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,0270102485,,eromagna@tin.it,,miee33900a@pec.istruzione.it,15146,45.47772515,9.22346248,"(45.47772515, 9.22346248)"
MI,MIMM8CS013,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - L. da Vinci,Via Sand,32,MILANO,F205,MILANO,20161,081,0288447816,Ordinaria,NO,MIIC8CS002,MIIC8CS002,Don Orione,"Via Fabriano, 4",F205,MILANO,20161,081,Statale,1117,430,3,Primo ciclo,Istituto Comprensivo,,Non montano,026466827,0266200972,,miic8cs002@istruzione.it,,miic8cs002@pec.istruzione.it,miic8cs002@pec.istruzione.it,15146,45.51931281,9.17446481,"(45.51931281, 9.17446481)"
MI,MIPS07201X,Istituto Istruzione Secondario Secondo grado,L. Scientifico - -Severi-Correnti,Via Alcuino,4,-,F205,MILANO,20121,079,000229005802,Ordinaria,SI,MIIS07200D,MIIS07200D,Severi - Correnti,"Via Alcuino, 4",F205,MILANO,20149,079,Statale,1087,757,2,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,023181121,0233100578,0233100578,miis07200d@istruzione.it,liceo@severi.org,miis07200d@pec.istruzione.it,miis07200d@pec.istruzione.it,15146,45.4821623,9.1560253,"(45.4821623, 9.1560253)"
MI,MIAA8F201G,Scuola dell'Infanzia,Infanzia - Mantegna,Via Mantegna,10,,F205,MILANO,20142,,,Ordinaria,NO,MIIC8F200P,MIIC8F200P,"IC di Milano, Via Linneo","Via Linneo, 2",F205,MILANO,20145,,Statale,1821,52,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288448987,0288448990,,,,,mi278615drm@pec.istruzione.it,15146,45.48369474,9.1676155,"(45.48369474, 9.1676155)"
MI,MIMM8BA01D,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - B.Croce,Via Venezia,,CESATE,C569,CESATE,20020,066,029940256,Ordinaria,SI,MIIC8BA00C,MIIC8BA00C,Giovanni XXIII,"Via Venezia,",C569,CESATE,20020,066,Statale,1180,352,4,Primo ciclo,Istituto Comprensivo,,Non montano,029940256,029940146,029940256,miic8ba00c@istruzione.it,icscesate@tiscali.it,miic8ba00c@pec.istruzione.it,miic8ba00c@pec.istruzione.it,15076,45.58925684,9.07011335,"(45.58925684, 9.07011335)"
MI,MIEE8GD013,Istituto Istruzione Primario,Primaria - Silvano Federici,Via Mazzo,19,,H264,RHO,20017,067,,Ordinaria,NO,MIIC8GD001,MIIC8GD001,Ezio Franceschini,"Via Tevere , 9",H264,RHO,20017,067,Statale,1060,245,6,Primo ciclo,Istituto Comprensivo,,Non montano,029315234,0293183862,029309462,miee19501@istruzione.it,rhodue@tiscalinet.it,,miee158002@pec.istruzione.it,15182,45.53044338,9.05060378,"(45.53044338, 9.05060378)"
MI,MIAA8C801P,Scuola dell'Infanzia,Infanzia - Fante D'Italia,Via Fante d'Italia,,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,0222472703,Ordinaria,NO,MIIC8C800T,MIIC8C800T,Dante Alighieri,"Via Falck, 110",I690,SESTO SAN GIOVANNI,20099,064,Statale,820,97,5,Primo ciclo,Istituto Comprensivo,,Non montano,023657471,0236574736,,miic8c800t@istruzione.it,,miic8c800t@pec.istruzione.it,miic8c800t@pec.istruzione.it,15209,45.5350996,9.23620419,"(45.5350996, 9.23620419)"
MI,MIRC08901T,Istituto Istruzione Secondario Secondo grado,I.P. Servizi - Olivetti - Puecher succursale,Via Martiri della LibertÃ ,20,,H264,RHO,20017,067,,Succursale,NO,MIIS08900V,MIIS08900V,G. Puecher - A. Olivetti,"Via Bersaglio, 56",H264,RHO,20017,067,Statale,1019,558,4,Secondo ciclo,Istituto Professionale,Istituto Professionale,Non montano,029302236,029307642,029302002,mirc110001@istruzione.it,olirho@tiscalinet.it,mirc110001@pec.istruzione.it,mirc08901t@pec.istruzione.it,15182,45.53115295,9.0430524,"(45.53115295, 9.0430524)"
MI,MIEE8EL012,Istituto Istruzione Primario,Primaria - A. Moro,Via Pasubio,33,,D912,GARBAGNATE MILANESE,20024,066,,Ordinaria,NO,MIIC8EL00X,MIIC8EL00X,Futura,"Via Villoresi, 43",D912,GARBAGNATE MILANESE,20024,066,Statale,1088,198,7,Primo ciclo,Istituto Comprensivo,,Non montano,029957762,029955490,029957973,segreteria@icfutura.it,circolo2garbagnatemi@libero.it,miic8el00x@pec.istruzione.it,miee25901q@pec.istruzione.it,15105,45.56832194,9.07669555,"(45.56832194, 9.07669555)"
MI,MIMM023005,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Grado,Via degli Olivetani,9,-,F205,MILANO,20123,074,0248193652,Ordinaria,SI,MIVC01000Q,MIVC01000Q,Convitto Nazionale Pietro Longone,"Via degli Olivetani, 9",F205,MILANO,20123,074,Statale,217,123,2,Primo ciclo,Altro,,Non montano,0248193652,02.4819096,,miee30100x@istruzione.it,,mivc01000q@pec.istruzione.it,mimm023005@pec.istruzione.it,15146,45.4617431,9.16855273,"(45.4617431, 9.16855273)"
MI,MIEE8FR01G,Istituto Istruzione Primario,Primaria - Giovanni XXIII,Via BIXio,,,E801,MAGENTA,20013,071,,Ordinaria,NO,MIIC8FR00D,MIIC8FR00D,"IC di Magenta, Via Papa Giovanni Paolo II","Via Papa Giovanni Paolo II, 2",E801,MAGENTA,20013,071,Statale,1092,207,8,Primo ciclo,Istituto Comprensivo,,Non montano,0297297390,0297295091,0297297633,scuola.de_amicis@tin.it,,miee34701a@pec.istruzione.it,miee34600d@pec.istruzione.it,15130,45.47246285,8.88258886,"(45.47246285, 8.88258886)"
MI,MIRC08000A,Istituto Istruzione Secondario Secondo grado,I. P. Servizi - Cavalieri,Via Olona,14,MILANO,F205,MILANO,20123,074,00024984520,Ordinaria,SI,MIRC08000A,MIRC08000A,B. Cavalieri,"Via Olona, 14",F205,MILANO,20123,074,Statale,1211,1211,1,Secondo ciclo,Istituto Professionale,Istituto Professionale,Non montano,02435234,0248195579,0248195579,mirc08000a@istruzione.it,istcavalieri@bcavalieri.it,mirc08000a@pec.istruzione.it,mirc08000a@pec.istruzione.it,15146,45.45979109,9.1711791,"(45.45979109, 9.1711791)"
MI,MIEE8CK02A,Istituto Istruzione Primario,Primaria - Masate,Via Montegrappa,16,MASATE,F003,MASATE,20060,059,0295760018,Ordinaria,SI,MIIC8CK007,MIIC8CK007,IC Basiano,"Via Montegrappa, 16",F003,MASATE,20060,059,Statale,735,192,4,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8ck007@istruzione.it,,miic8ck007@pec.istruzione.it,miic8ck007@pec.istruzione.it,15136,45.56896025,9.46070694,"(45.56896025, 9.46070694)"
MI,MIMM8BJ014,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Baroni,Via S.Francesco,5,CARUGATE,B850,CARUGATE,20061,058,029253970,Ordinaria,NO,MIIC8BJ003,MIIC8BJ003,IC di Carugate,"Via San.Francesco, 5",B850,CARUGATE,20061,058,Statale,1450,422,5,Primo ciclo,Istituto Comprensivo,,Non montano,0292151388,029253741,029253741,miic8bj003@istruzione.it,smsbaroni@tiscalinet.it,miic8bj003@pec.istruzione.it,miic8bj003@pec.istruzione.it,15051,45.55176283,9.34162585,"(45.55176283, 9.34162585)"
